station_id,obs_time_utc,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,congestion_ratio,road_closure,confidence
tt_aksesui,2026-08-20 06:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 07:00:00+00:00,21.0,26.0,647.0,523.0,0.1923076923076923,0.0,0.957074
tt_aksesui,2026-08-20 09:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 11:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 12:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 14:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 16:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 17:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 19:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 21:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-20 22:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-21 00:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-21 02:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-21 03:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-21 05:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_aksesui,2026-08-21 07:00:00+00:00,21.0,25.0,647.0,544.0,0.16000000000000003,0.0,0.988359
tt_aksesui,2026-08-21 08:00:00+00:00,19.0,25.0,715.0,544.0,0.24,0.0,0.974209
tt_aksesui,2026-08-21 10:00:00+00:00,21.0,26.0,647.0,523.0,0.1923076923076923,0.0,0.964704
tt_aksesui,2026-08-21 12:00:00+00:00,17.0,25.0,800.0,544.0,0.31999999999999995,0.0,0.996112
tt_aksesui,2026-08-21 13:00:00+00:00,26.0,26.0,523.0,523.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-18 04:00:00+00:00,20.0,27.0,322.0,238.0,0.2592592592592593,0.0,0.97
tt_antasari_toll,2026-08-18 05:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-18 07:00:00+00:00,22.0,27.0,292.0,238.0,0.18518518518518523,0.0,0.96
tt_antasari_toll,2026-08-18 09:00:00+00:00,20.0,27.0,322.0,238.0,0.2592592592592593,0.0,0.99
tt_antasari_toll,2026-08-18 10:00:00+00:00,17.0,26.0,379.0,247.0,0.34615384615384615,0.0,1.0
tt_antasari_toll,2026-08-18 12:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,1.0
tt_antasari_toll,2026-08-18 14:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,1.0
tt_antasari_toll,2026-08-18 15:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-18 17:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-18 19:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-18 20:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-18 22:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-19 00:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,0.986514
tt_antasari_toll,2026-08-19 01:00:00+00:00,21.0,27.0,306.0,238.0,0.2222222222222222,0.0,0.97
tt_antasari_toll,2026-08-19 03:00:00+00:00,20.0,26.0,322.0,247.0,0.23076923076923073,0.0,0.97
tt_antasari_toll,2026-08-19 05:00:00+00:00,21.0,26.0,306.0,247.0,0.1923076923076923,0.0,0.968564
tt_antasari_toll,2026-08-19 06:00:00+00:00,21.0,27.0,306.0,238.0,0.2222222222222222,0.0,0.99
tt_antasari_toll,2026-08-19 08:00:00+00:00,15.0,27.0,429.0,238.0,0.4444444444444444,0.0,0.993234
tt_antasari_toll,2026-08-19 10:00:00+00:00,13.0,27.0,495.0,238.0,0.5185185185185186,0.0,0.99862
tt_antasari_toll,2026-08-19 11:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,1.0
tt_antasari_toll,2026-08-19 13:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,1.0
tt_antasari_toll,2026-08-19 15:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-19 16:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-19 18:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-19 20:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-19 21:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-19 23:00:00+00:00,20.0,26.0,322.0,247.0,0.23076923076923073,0.0,0.953028
tt_antasari_toll,2026-08-20 01:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,0.97637
tt_antasari_toll,2026-08-20 02:00:00+00:00,19.0,27.0,339.0,238.0,0.2962962962962963,0.0,0.94
tt_antasari_toll,2026-08-20 04:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-20 06:00:00+00:00,20.0,26.0,322.0,247.0,0.23076923076923073,0.0,0.99
tt_antasari_toll,2026-08-20 07:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,0.96
tt_antasari_toll,2026-08-20 09:00:00+00:00,14.0,26.0,460.0,247.0,0.46153846153846156,0.0,0.99819
tt_antasari_toll,2026-08-20 11:00:00+00:00,17.0,26.0,379.0,247.0,0.34615384615384615,0.0,1.0
tt_antasari_toll,2026-08-20 12:00:00+00:00,19.0,25.0,339.0,257.0,0.24,0.0,1.0
tt_antasari_toll,2026-08-20 14:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-20 16:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-20 17:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-20 19:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-20 21:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-20 22:00:00+00:00,27.0,27.0,238.0,238.0,0.0,0.0,1.0
tt_antasari_toll,2026-08-21 00:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,0.969555
tt_antasari_toll,2026-08-21 02:00:00+00:00,19.0,26.0,339.0,247.0,0.2692307692307693,0.0,0.95274
tt_antasari_toll,2026-08-21 03:00:00+00:00,20.0,27.0,322.0,238.0,0.2592592592592593,0.0,0.99
tt_antasari_toll,2026-08-21 05:00:00+00:00,21.0,25.0,306.0,257.0,0.16000000000000003,0.0,0.963152
tt_antasari_toll,2026-08-21 07:00:00+00:00,21.0,27.0,306.0,238.0,0.2222222222222222,0.0,0.99
tt_antasari_toll,2026-08-21 08:00:00+00:00,20.0,26.0,322.0,247.0,0.23076923076923073,0.0,1.0
tt_antasari_toll,2026-08-21 10:00:00+00:00,14.0,25.0,460.0,257.0,0.43999999999999995,0.0,1.0
tt_antasari_toll,2026-08-21 12:00:00+00:00,17.0,26.0,379.0,247.0,0.34615384615384615,0.0,1.0
tt_antasari_toll,2026-08-21 13:00:00+00:00,16.0,26.0,402.0,247.0,0.3846153846153846,0.0,1.0
tt_becakayu_toll,2026-08-18 04:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-18 05:00:00+00:00,21.0,33.0,616.0,392.0,0.36363636363636365,0.0,1.0
tt_becakayu_toll,2026-08-18 07:00:00+00:00,25.0,34.0,518.0,381.0,0.2647058823529411,0.0,0.998569
tt_becakayu_toll,2026-08-18 09:00:00+00:00,23.0,33.0,563.0,392.0,0.303030303030303,0.0,1.0
tt_becakayu_toll,2026-08-18 10:00:00+00:00,23.0,34.0,563.0,381.0,0.32352941176470584,0.0,1.0
tt_becakayu_toll,2026-08-18 12:00:00+00:00,26.0,33.0,498.0,392.0,0.21212121212121215,0.0,1.0
tt_becakayu_toll,2026-08-18 14:00:00+00:00,26.0,32.0,498.0,404.0,0.1875,0.0,1.0
tt_becakayu_toll,2026-08-18 15:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-18 17:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-18 19:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-18 20:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-18 22:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-19 00:00:00+00:00,22.0,33.0,588.0,392.0,0.33333333333333337,0.0,1.0
tt_becakayu_toll,2026-08-19 01:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-19 03:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-19 05:00:00+00:00,26.0,33.0,498.0,392.0,0.21212121212121215,0.0,1.0
tt_becakayu_toll,2026-08-19 06:00:00+00:00,24.0,33.0,539.0,392.0,0.2727272727272727,0.0,1.0
tt_becakayu_toll,2026-08-19 08:00:00+00:00,20.0,33.0,647.0,392.0,0.3939393939393939,0.0,1.0
tt_becakayu_toll,2026-08-19 10:00:00+00:00,23.0,34.0,563.0,381.0,0.32352941176470584,0.0,1.0
tt_becakayu_toll,2026-08-19 11:00:00+00:00,24.0,33.0,539.0,392.0,0.2727272727272727,0.0,1.0
tt_becakayu_toll,2026-08-19 13:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-19 15:00:00+00:00,28.0,33.0,462.0,392.0,0.1515151515151515,0.0,1.0
tt_becakayu_toll,2026-08-19 16:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-19 18:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-19 20:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-19 21:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-19 23:00:00+00:00,26.0,34.0,498.0,381.0,0.23529411764705888,0.0,0.998569
tt_becakayu_toll,2026-08-20 01:00:00+00:00,26.0,34.0,498.0,381.0,0.23529411764705888,0.0,0.998572
tt_becakayu_toll,2026-08-20 02:00:00+00:00,27.0,34.0,479.0,381.0,0.20588235294117652,0.0,0.997661
tt_becakayu_toll,2026-08-20 04:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-20 06:00:00+00:00,24.0,32.0,539.0,404.0,0.25,0.0,1.0
tt_becakayu_toll,2026-08-20 07:00:00+00:00,21.0,33.0,616.0,392.0,0.36363636363636365,0.0,1.0
tt_becakayu_toll,2026-08-20 09:00:00+00:00,18.0,33.0,719.0,392.0,0.4545454545454546,0.0,1.0
tt_becakayu_toll,2026-08-20 11:00:00+00:00,23.0,33.0,563.0,392.0,0.303030303030303,0.0,1.0
tt_becakayu_toll,2026-08-20 12:00:00+00:00,28.0,33.0,462.0,392.0,0.1515151515151515,0.0,1.0
tt_becakayu_toll,2026-08-20 14:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-20 16:00:00+00:00,26.0,32.0,498.0,404.0,0.1875,0.0,1.0
tt_becakayu_toll,2026-08-20 17:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-20 19:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-20 21:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-20 22:00:00+00:00,33.0,33.0,392.0,392.0,0.0,0.0,1.0
tt_becakayu_toll,2026-08-21 00:00:00+00:00,22.0,34.0,588.0,381.0,0.3529411764705882,0.0,1.0
tt_becakayu_toll,2026-08-21 02:00:00+00:00,27.0,33.0,479.0,392.0,0.18181818181818177,0.0,0.997425
tt_becakayu_toll,2026-08-21 03:00:00+00:00,25.0,33.0,518.0,392.0,0.24242424242424243,0.0,1.0
tt_becakayu_toll,2026-08-21 05:00:00+00:00,29.0,33.0,446.0,392.0,0.12121212121212122,0.0,1.0
tt_becakayu_toll,2026-08-21 07:00:00+00:00,24.0,34.0,539.0,381.0,0.2941176470588235,0.0,0.99763
tt_becakayu_toll,2026-08-21 08:00:00+00:00,20.0,34.0,647.0,381.0,0.4117647058823529,0.0,1.0
tt_becakayu_toll,2026-08-21 10:00:00+00:00,25.0,34.0,518.0,381.0,0.2647058823529411,0.0,1.0
tt_becakayu_toll,2026-08-21 12:00:00+00:00,22.0,33.0,588.0,392.0,0.33333333333333337,0.0,1.0
tt_becakayu_toll,2026-08-21 13:00:00+00:00,29.0,33.0,446.0,392.0,0.12121212121212122,0.0,1.0
tt_bekasi,2026-07-23 08:00:00+00:00,15.0,17.0,1286.0,1135.0,0.11764705882352944,0.0,0.905741
tt_bekasi,2026-07-23 09:00:00+00:00,13.0,18.0,1484.0,1072.0,0.2777777777777778,0.0,0.944173
tt_bekasi,2026-07-23 11:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-23 12:00:00+00:00,13.0,17.0,1484.0,1135.0,0.23529411764705888,0.0,0.981727
tt_bekasi,2026-07-23 13:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-23 14:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 02:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 03:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 04:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 06:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 07:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 08:00:00+00:00,13.0,17.0,1484.0,1135.0,0.23529411764705888,0.0,0.955543
tt_bekasi,2026-07-27 09:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 10:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 11:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 12:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 13:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 14:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 15:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 16:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 18:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 19:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 21:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-27 22:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 00:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 02:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 03:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 05:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 06:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 08:00:00+00:00,14.0,17.0,1378.0,1135.0,0.17647058823529416,0.0,0.957238
tt_bekasi,2026-07-28 09:00:00+00:00,13.0,18.0,1484.0,1072.0,0.2777777777777778,0.0,0.969162
tt_bekasi,2026-07-28 11:00:00+00:00,15.0,18.0,1286.0,1072.0,0.16666666666666663,0.0,0.978353
tt_bekasi,2026-07-28 12:00:00+00:00,13.0,17.0,1484.0,1135.0,0.23529411764705888,0.0,0.950475
tt_bekasi,2026-07-28 14:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 16:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 17:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 19:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 20:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 22:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-28 23:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 01:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 03:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 04:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 06:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 07:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 09:00:00+00:00,15.0,17.0,1286.0,1135.0,0.11764705882352944,0.0,0.960747
tt_bekasi,2026-07-29 11:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 12:00:00+00:00,14.0,18.0,1378.0,1072.0,0.2222222222222222,0.0,0.963044
tt_bekasi,2026-07-29 14:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 15:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 17:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 18:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 20:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 22:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-29 23:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 01:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 02:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 04:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 05:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 07:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 08:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 10:00:00+00:00,14.0,17.0,1378.0,1135.0,0.17647058823529416,0.0,0.945136
tt_bekasi,2026-07-30 11:00:00+00:00,13.0,18.0,1484.0,1072.0,0.2777777777777778,0.0,0.971852
tt_bekasi,2026-07-30 13:00:00+00:00,14.0,17.0,1378.0,1135.0,0.17647058823529416,0.0,0.948262
tt_bekasi,2026-07-30 15:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 16:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 18:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 19:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 21:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-30 23:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 00:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 02:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 03:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 05:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 06:00:00+00:00,14.0,17.0,1378.0,1135.0,0.17647058823529416,0.0,0.979064
tt_bekasi,2026-07-31 08:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 10:00:00+00:00,15.0,18.0,1286.0,1072.0,0.16666666666666663,0.0,0.969107
tt_bekasi,2026-07-31 11:00:00+00:00,13.0,18.0,1484.0,1072.0,0.2777777777777778,0.0,0.97
tt_bekasi,2026-07-31 13:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 14:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 16:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 18:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 19:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 21:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-07-31 22:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-08-01 00:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-08-01 01:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-08-01 03:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-08-01 05:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-08-01 06:00:00+00:00,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0
tt_bekasi,2026-08-01 08:00:00+00:00,14.0,17.0,1378.0,1135.0,0.17647058823529416,0.0,0.985113
tt_bekasi,2026-08-01 09:00:00+00:00,15.0,17.0,1286.0,1135.0,0.11764705882352944,0.0,0.985159
tt_bekasi,2026-08-01 11:00:00+00:00,14.0,18.0,1378.0,1072.0,0.2222222222222222,0.0,0.977766
tt_bekasi,2026-08-01 12:00:00+00:00,14.0,17.0,1378.0,1135.0,0.17647058823529416,0.0,0.958623
